element_id,x_demo_m,y_demo_m,z_demo_m,layer_id,layer_name,log10_K_demo,K_demo_m_per_s
378,-156.94,525.285,340.471,1,upper,-6.86069,1.3781928738479297e-07
379,48.039,358.124,369.215,1,upper,-6.79558,1.6011056866113038e-07
380,369.502,630.53,476.612,1,upper,-6.99178,1.0191075053036235e-07
381,72.211,301.329,376.032,1,upper,-6.65951,2.1902313955462147e-07
382,186.989,755.093,470.488,1,upper,-6.84816,1.4185348178693193e-07
383,19.521,326.615,365.253,1,upper,-6.56745,2.707384885183078e-07
384,199.607,230.769,427.565,1,upper,-6.71141,1.9435244118290854e-07
385,-145.101,98.18,363.33,1,upper,-6.67631,2.107123545310743e-07
386,-97.27,409.01,402.291,1,upper,-6.84307,1.4352580784392328e-07
387,106.635,575.145,386.814,1,upper,-6.79345,1.6089776076186259e-07
388,488.948,755.144,471.907,1,upper,-6.94923,1.124009546959129e-07
389,329.628,792.669,483.617,1,upper,-6.80916,1.5518151947867658e-07
390,-102.709,539.124,389.443,1,upper,-6.88799,1.2942256417535918e-07
391,122.763,789.758,405.659,1,upper,-6.56854,2.700598362568402e-07
392,-106.289,657.118,340.045,1,upper,-6.90934,1.2321398392205232e-07
393,88.19,188.817,392.352,1,upper,-6.57973,2.6319037325955926e-07
394,43.769,883.761,395.396,1,upper,-6.49895,3.1699323939897854e-07
395,-120.886,543.921,382.866,1,upper,-6.9829,1.0401596438661035e-07
396,382.996,500.106,426.649,1,upper,-7.05602,8.78982037280094e-08
397,583.422,80.357,432.245,1,upper,-6.88487,1.3035569216530576e-07
398,198.32,610.191,388.172,1,upper,-6.89658,1.2688783868793076e-07
399,585.323,178.602,385.79,1,upper,-6.86497,1.364677401908351e-07
400,144.603,589.458,384.111,1,upper,-6.91553,1.2147027088825546e-07
401,193.626,815.157,468.313,1,upper,-6.60634,2.4754832951068267e-07
402,-43.865,642.727,384.565,1,upper,-6.66915,2.1421506007278464e-07
403,326.803,346.522,386.456,1,upper,-6.97706,1.0542412375202566e-07
404,61.677,813.093,404.803,1,upper,-6.55435,2.7902942234108476e-07
405,208.283,900.041,429.4,1,upper,-6.71418,1.9311677490717665e-07
406,348.711,892.66,504.08,1,upper,-6.75981,1.7385612675936316e-07
407,562.973,72.128,446.656,1,upper,-6.77317,1.685892971167487e-07
408,291.712,630.472,422.679,1,upper,-6.86727,1.3574692483132167e-07
409,542.544,361.592,391.496,1,upper,-7.11738,7.631677330687802e-08
410,-128.272,282.302,386.887,1,upper,-6.74729,1.7894105766721366e-07
411,180.636,159.197,406.082,1,upper,-6.70159,1.9879707952340672e-07
412,87.647,376.898,410.217,1,upper,-6.73537,1.8392044116799494e-07
413,172.81,587.282,414.448,1,upper,-6.89762,1.265843453712618e-07
414,280.197,521.879,452.569,1,upper,-7.02146,9.517875069450504e-08
415,335.839,502.574,459.423,1,upper,-7.04998,8.912919827013103e-08
416,545.999,173.909,428.541,1,upper,-6.78489,1.6410053615594375e-07
417,387.495,832.288,485.8,1,upper,-6.89442,1.27520497974797e-07
418,452.697,659.762,466.179,1,upper,-6.9956,1.010182870544834e-07
419,518.128,365.412,444.322,1,upper,-7.02659,9.40610884543656e-08
420,541.627,756.362,454.445,1,upper,-6.85936,1.3824199736277e-07
421,411.101,70.263,407.173,1,upper,-6.96732,1.0781520177213471e-07
422,188.655,665.928,412.172,1,upper,-6.71551,1.9252627137550537e-07
423,490.3,786.696,461.509,1,upper,-6.86882,1.3526330665240056e-07
424,144.574,700.937,398.63,1,upper,-6.7117,1.9422270572331666e-07
425,563.258,423.329,403.638,1,upper,-6.96454,1.0850756058736757e-07
426,481.339,739.527,427.545,1,upper,-6.90039,1.2577953939270629e-07
427,-12.366,691.694,421.272,1,upper,-6.613,2.43781081836875e-07
428,109.662,435.812,370.517,1,upper,-6.79881,1.5892418758146426e-07
429,218.964,737.596,425.618,1,upper,-6.87507,1.3333065112244083e-07
430,-166.951,619.403,393.459,1,upper,-6.69004,2.041549902315126e-07
431,-170.469,630.953,349.773,1,upper,-6.86661,1.3595337710303702e-07
432,-59.439,394.282,380.918,1,upper,-6.7828,1.6489215731508327e-07
433,459.525,285.029,413.717,1,upper,-6.99204,1.0184975766405184e-07
434,13.551,132.992,421.384,1,upper,-6.42573,3.752061946818219e-07
435,475.429,56.599,420.164,1,upper,-6.89835,1.2637175010018275e-07
436,240.97,604.019,425.376,1,upper,-6.96943,1.0729265692300304e-07
437,594.834,583.184,445.592,1,upper,-6.84658,1.423704966343489e-07
438,151.293,222.574,416.259,1,upper,-6.73255,1.8511857562999632e-07
439,-4.305,125.223,401.973,1,upper,-6.56954,2.6943871586935757e-07
440,145.306,242.656,443.163,1,upper,-6.73086,1.8584034370291524e-07
441,-146.757,172.492,331.477,1,upper,-6.78778,1.6301215921298794e-07
442,232.309,310.714,389.886,1,upper,-6.95721,1.1035448796115762e-07
443,303.478,680.807,463.495,1,upper,-6.90881,1.2336444237266888e-07
444,607.51,834.166,449.703,1,upper,-6.83049,1.477440500522677e-07
445,-177.895,271.488,325.769,1,upper,-6.7299,1.8625159474379123e-07
446,444.726,902.752,486.489,1,upper,-6.97615,1.0564525604053043e-07
447,151.474,705.028,442.249,1,upper,-6.77842,1.6656356209475552e-07
448,278.145,232.636,444.676,1,upper,-6.90085,1.2564638560017216e-07
449,156.943,522.115,430.666,1,upper,-6.7036,1.9787913352337382e-07
450,243.891,549.911,463.462,1,upper,-6.98105,1.0445999482841288e-07
451,-70.75,474.743,355.266,1,upper,-6.98005,1.047007999861084e-07
452,348.224,204.714,401.642,1,upper,-6.84292,1.4357538846354015e-07
453,-97.159,603.194,392.796,1,upper,-6.63591,2.3125439751580593e-07
454,4.361,804.235,388.703,1,upper,-6.72892,1.8667235223460706e-07
455,292.978,786.878,468.779,1,upper,-6.8216,1.5079953418017892e-07
456,-116.787,444.552,331.118,1,upper,-6.89707,1.2674475609830546e-07
457,595.797,599.797,415.869,1,upper,-7.03507,9.22422738192922e-08
458,126.667,355.184,398.442,1,upper,-6.68648,2.0583536790494e-07
459,466.262,552.485,462.944,1,upper,-7.0314,9.302506882321288e-08
460,359.88,194.042,405.755,1,upper,-6.79836,1.5908894433353136e-07
461,-165.247,614.169,357.774,1,upper,-6.88217,1.3116863527093993e-07
462,167.099,266.053,409.26,1,upper,-6.75167,1.7714544922018463e-07
463,79.906,787.635,405.674,1,upper,-6.53899,2.890746443495843e-07
464,160.737,559.935,444.298,1,upper,-6.81327,1.537198669870986e-07
465,608.355,352.028,370.407,1,upper,-6.91566,1.2143391589715838e-07
466,-162.342,411.105,332.788,1,upper,-6.88914,1.2908031007811034e-07
467,589.807,571.175,399.629,1,upper,-6.91608,1.2131653565638312e-07
468,-172.886,756.928,401.032,1,upper,-6.63197,2.3336192574209019e-07
469,393.767,562.848,442.677,1,upper,-7.13772,7.282491728071137e-08
470,-152.08,72.258,405.658,1,upper,-6.56936,2.6955041201756306e-07
471,-127.506,413.077,395.042,1,upper,-6.94063,1.1464892844658028e-07
472,477.461,276.777,444.872,1,upper,-6.96427,1.0857504049195536e-07
473,173.77,265.623,402.853,1,upper,-6.72972,1.8632880556949898e-07
474,466.05,75.542,451.14,1,upper,-6.74127,1.8143873111451157e-07
475,243.401,546.949,409.003,1,upper,-6.84901,1.4157611804758742e-07
476,376.664,527.878,428.738,1,upper,-7.108,7.798301105232593e-08
477,-72.272,310.638,356.141,1,upper,-6.72108,1.9007281206145183e-07
478,260.867,827.237,463.021,1,upper,-6.81376,1.535465277855423e-07
479,116.671,682.066,441.291,1,upper,-6.73213,1.8529768775895592e-07
480,206.9,333.026,444.199,1,upper,-6.93713,1.1557662278960505e-07
481,522.425,850.723,417.673,1,upper,-7.0454,9.007411421869568e-08
482,-120.393,814.711,434.561,1,upper,-6.6424,2.2782427662500797e-07
483,362.808,217.054,412.937,1,upper,-6.99027,1.0226570108141904e-07
484,324.649,106.296,450.887,1,upper,-6.76355,1.723653636644765e-07
485,600.068,613.623,428.534,1,upper,-6.94285,1.1406436839052109e-07
486,-134.636,533.584,333.69,1,upper,-6.9548,1.1096857267741252e-07
487,-23.865,345.688,345.306,1,upper,-6.69173,2.033620916017525e-07
488,241.081,496.484,414.602,1,upper,-6.87149,1.3443427209500224e-07
489,369.446,427.761,453.092,1,upper,-7.09165,8.097482162504893e-08
490,110.472,130.92,445.314,1,upper,-6.62407,2.376457216106675e-07
491,103.561,770.566,434.912,1,upper,-6.58092,2.6247019868297624e-07
492,-92.954,79.344,341.72,1,upper,-6.59689,2.529938709208839e-07
493,-70.471,557.271,394.627,1,upper,-6.79471,1.6043163147965949e-07
494,287.342,774.662,467.146,1,upper,-6.85257,1.4042033345002683e-07
495,436.31,756.977,423.125,1,upper,-6.93316,1.1663798276870551e-07
496,-124.668,214.864,380.751,1,upper,-6.62673,2.36194619398528e-07
497,180.218,485.547,379.239,1,upper,-6.78087,1.656265669317735e-07
498,270.187,82.294,425.331,1,upper,-6.83638,1.457538381834018e-07
499,593.668,621.868,448.222,1,upper,-7.07731,8.369316658855149e-08
500,600.24,359.283,440.97,1,upper,-6.89562,1.2716863216202343e-07
501,-20.946,669.231,381.005,1,upper,-6.70387,1.977561506997933e-07
502,521.461,147.98,398.167,1,upper,-6.87152,1.3442498602520782e-07
503,39.871,294.542,397.296,1,upper,-6.70167,1.9876046312065844e-07
504,253.358,514.554,400.412,1,upper,-7.05545,8.801364353063405e-08
505,508.209,48.775,393.643,1,upper,-6.83982,1.446038979565397e-07
506,267.215,542.385,430.295,1,upper,-7.00083,9.980906794487728e-08
507,387.782,396.214,447.656,1,upper,-7.00094,9.978379107021135e-08
508,-103.211,109.346,358.067,1,upper,-6.44637,3.577914844426465e-07
509,-117.194,478.539,391.019,1,upper,-6.76506,1.7176710657369443e-07
510,-9.709,909.935,408.888,1,upper,-6.45958,3.4707233691174817e-07
511,0.53,524.022,360.054,1,upper,-6.65643,2.2058196438615466e-07
512,435.693,47.358,443.326,1,upper,-6.89336,1.278321225229258e-07
513,-157.741,722.652,340.156,1,upper,-6.70998,1.9499343954878344e-07
514,277.885,169.833,421.966,1,upper,-6.73613,1.8359886834633888e-07
515,496.501,746.207,454.12,1,upper,-6.92386,1.1916260809818705e-07
516,307.528,902.556,480.097,1,upper,-6.73692,1.8326519782502747e-07
517,242.64,351.232,453.884,1,upper,-6.81972,1.51453739207296e-07
518,470.148,448.464,385.43,1,upper,-7.00102,9.976541190945941e-08
519,509.59,227.493,438.399,1,upper,-6.92722,1.1824424156436556e-07
520,-157.907,721.286,372.062,1,upper,-6.86185,1.3745166342638686e-07
521,41.48,780.92,442.874,1,upper,-6.62666,2.3623269254145543e-07
522,165.095,774.425,463.856,1,upper,-6.67683,2.1046021028717248e-07
523,157.845,347.48,398.259,1,upper,-6.7705,1.696289602260082e-07
524,207.801,634.095,465.229,1,upper,-6.95846,1.1003731887446716e-07
525,197.868,731.415,441.0,1,upper,-6.7753,1.6776447418366474e-07
526,328.649,85.499,441.239,1,upper,-6.92722,1.1824424156436556e-07
527,407.644,144.119,428.388,1,upper,-6.92331,1.1931361382125192e-07
528,501.503,174.681,420.475,1,upper,-6.86101,1.377177757839104e-07
529,583.133,469.737,387.806,1,upper,-7.07574,8.399626982774338e-08
530,-139.031,552.087,332.574,1,upper,-6.90824,1.235264612339697e-07
531,361.01,275.236,413.316,1,upper,-6.96862,1.0749295453452898e-07
532,362.329,158.071,396.058,1,upper,-6.79101,1.6180427804022677e-07
533,141.58,406.828,416.47,1,upper,-6.90593,1.241852454428498e-07
534,370.911,151.035,452.595,1,upper,-6.95642,1.1055541012185203e-07
535,536.685,688.037,456.842,1,upper,-6.99163,1.019459553359151e-07
536,-59.005,639.051,363.461,1,upper,-6.64254,2.2775084659152184e-07
537,38.93,325.092,427.883,1,upper,-6.58263,2.6143877504650237e-07
538,337.444,192.223,417.564,1,upper,-6.83276,1.4697382606423014e-07
539,446.284,595.183,431.985,1,upper,-7.10387,7.87281416146458e-08
540,-59.607,308.062,409.938,1,upper,-6.49984,3.163442900944518e-07
541,494.333,314.252,415.551,1,upper,-6.99818,1.0041994981519606e-07
542,88.373,694.278,400.836,1,upper,-6.51709,3.0402549202800784e-07
543,474.953,75.497,442.626,1,upper,-6.86033,1.379335773766836e-07
544,70.334,348.242,366.538,1,upper,-6.58939,2.5740086379990363e-07
545,579.084,397.191,405.889,1,upper,-7.06106,8.68840386258918e-08
546,293.508,772.307,420.968,1,upper,-6.80859,1.553853248264522e-07
547,-157.838,156.242,403.205,1,upper,-6.68949,2.044137003454416e-07
548,248.763,835.352,439.159,1,upper,-6.77914,1.6628765159053646e-07
549,518.523,389.469,402.565,1,upper,-6.9819,1.0425574594842368e-07
550,24.521,896.846,440.164,1,upper,-6.52511,2.984626563943781e-07
551,311.757,435.508,436.772,1,upper,-6.96743,1.0778789732577138e-07
552,-85.781,236.999,398.202,1,upper,-6.76705,1.7098184536340946e-07
553,-76.446,267.116,342.413,1,upper,-6.75846,1.743973976008155e-07
554,315.72,211.254,452.667,1,upper,-6.82239,1.5052547280040746e-07
555,109.369,414.863,362.328,1,upper,-6.75803,1.745701559963756e-07
556,-84.226,77.248,395.236,1,upper,-6.57197,2.6793534016026725e-07
557,285.87,644.381,408.458,1,upper,-6.9274,1.1819524358201675e-07
558,398.232,191.456,465.788,1,upper,-6.87516,1.3330302351993618e-07
559,244.207,756.988,410.145,1,upper,-6.80341,1.5724976315639886e-07
560,367.878,603.595,466.933,1,upper,-7.0238,9.466730200346978e-08
561,-59.915,484.102,380.935,1,upper,-6.84728,1.4214120734106429e-07
562,-170.078,793.447,350.748,1,upper,-6.63501,2.3173412905990457e-07
563,408.597,758.638,473.198,1,upper,-6.93302,1.1667558847295926e-07
564,-153.095,459.391,387.329,1,upper,-6.78516,1.6399854689144583e-07
565,339.508,205.291,449.78,1,upper,-6.98974,1.0239057926850562e-07
566,170.009,838.297,441.486,1,upper,-6.66072,2.1841376235668536e-07
567,7.915,721.443,385.529,1,upper,-6.46694,3.4124005242095264e-07
568,-171.223,473.102,370.447,1,upper,-6.86216,1.3735358524784452e-07
569,563.119,155.762,401.355,1,upper,-6.79436,1.6056097621150934e-07
570,585.512,815.685,411.828,1,upper,-6.7403,1.8184442878428926e-07
571,-166.695,170.813,339.509,1,upper,-6.77659,1.6726689688424817e-07
572,24.893,295.563,420.176,1,upper,-6.69968,1.9967330203344007e-07
573,15.203,555.955,397.861,1,upper,-6.62943,2.3473075734773128e-07
574,579.229,514.279,415.837,1,upper,-7.07645,8.385906193773324e-08
575,613.774,62.953,414.415,1,upper,-6.67605,2.1083853991201824e-07
576,281.933,160.715,460.719,1,upper,-6.78424,1.6434632608593462e-07
577,409.164,60.905,456.216,1,upper,-6.91288,1.222137302531834e-07
578,569.167,462.127,383.717,1,upper,-6.84169,1.439825961294954e-07
579,-35.872,636.035,360.417,1,upper,-6.61055,2.451602186428789e-07
580,-12.886,596.693,356.083,1,upper,-6.59685,2.530171735906272e-07
581,439.363,120.329,422.02,1,upper,-6.76877,1.703060201045331e-07
582,630.932,534.742,434.859,1,upper,-6.98179,1.0428215564277662e-07
583,-48.762,822.204,429.048,1,upper,-6.62381,2.377880360752269e-07
584,140.476,61.371,430.762,1,upper,-6.75308,1.765712534458288e-07
585,16.286,610.343,407.431,1,upper,-6.55112,2.811123980817412e-07
586,588.419,264.888,408.734,1,upper,-6.92207,1.1965476550681202e-07
587,86.098,593.17,436.426,1,upper,-6.78745,1.631360715759889e-07
588,-81.212,210.446,337.947,1,upper,-6.70017,1.994481443396106e-07
589,46.939,267.799,389.587,1,upper,-6.70422,1.975968422744993e-07
590,-175.623,182.487,337.548,1,upper,-6.6268,2.361565523917716e-07
591,471.504,287.253,416.664,1,upper,-7.09979,7.947124193556324e-08
592,330.77,549.045,412.421,1,upper,-6.98895,1.0257700155908453e-07
593,56.233,274.391,365.058,1,upper,-6.58307,2.6117403576627855e-07
594,520.347,260.699,451.498,1,upper,-6.85557,1.3945368667384046e-07
595,76.406,779.825,445.746,1,upper,-6.62829,2.353477225426626e-07
596,530.016,631.378,462.679,1,upper,-7.13854,7.26875448428089e-08
597,-165.278,270.99,386.375,1,upper,-6.66959,2.139981406781513e-07
598,143.693,346.015,428.356,1,upper,-6.82805,1.4857645774715237e-07
599,454.293,617.211,406.403,1,upper,-7.0279,9.377779134121701e-08
600,-55.899,254.247,370.715,1,upper,-6.69989,1.9957677477142193e-07
601,326.179,410.644,425.97,1,upper,-6.9037,1.2482454739245382e-07
602,-144.825,719.318,385.586,1,upper,-6.8647,1.3655260828700748e-07
603,541.167,505.291,400.08,1,upper,-6.99783,1.005009113522782e-07
604,-171.651,235.747,366.322,1,upper,-6.80141,1.5797559508445633e-07
605,44.674,412.567,356.923,1,upper,-6.76657,1.7117092595314432e-07
606,239.763,627.16,429.141,1,upper,-6.98665,1.0312168482427429e-07
607,444.845,69.375,411.576,1,upper,-6.67405,2.1181172639485503e-07
608,245.25,427.184,446.158,1,upper,-7.04106,9.097875721512845e-08
609,-17.063,754.337,445.063,1,upper,-6.53792,2.8978773472732346e-07
610,394.634,904.252,478.488,1,upper,-6.87715,1.3269360710912298e-07
611,323.724,395.533,454.021,1,upper,-7.01885,9.57524731514505e-08
612,295.61,444.302,452.638,1,upper,-6.96711,1.0786734765054625e-07
613,-178.924,790.212,380.935,1,upper,-6.78141,1.654207555082634e-07
614,224.481,99.931,411.605,1,upper,-6.76926,1.7011397785180575e-07
615,581.874,703.86,463.71,1,upper,-6.78174,1.6529510778053275e-07
616,-5.749,448.386,390.099,1,upper,-6.80335,1.5727148951479934e-07
617,214.695,381.111,407.592,1,upper,-6.79677,1.596724540007652e-07
618,412.067,111.769,421.208,1,upper,-6.87087,1.3462632788964122e-07
619,506.586,505.524,434.183,1,upper,-6.96666,1.0797917376162129e-07
620,-156.562,99.983,371.158,1,upper,-6.76079,1.734642569040656e-07
621,600.823,674.163,464.369,1,upper,-6.72517,1.8829118991885396e-07
622,1.332,258.88,406.967,1,upper,-6.3938,4.038313213488518e-07
623,548.964,381.681,391.798,1,upper,-6.98835,1.0271881486249214e-07
624,39.272,459.529,371.489,1,upper,-6.54209,2.8701857241721984e-07
625,134.968,534.569,379.028,1,upper,-6.83581,1.4594526182572948e-07
626,-67.289,720.487,388.454,1,upper,-6.76335,1.7244475912793904e-07
627,-8.534,236.124,423.123,1,upper,-6.71022,1.9488571196084487e-07
628,-63.746,614.927,377.257,1,upper,-6.74838,1.7849251134445046e-07
629,-138.175,808.432,402.718,1,upper,-6.57269,2.6749150854504536e-07
630,241.803,494.016,453.461,1,upper,-6.96012,1.0961752698740155e-07
631,140.821,825.688,418.619,1,upper,-6.52833,2.962579408954829e-07
632,540.096,602.816,451.922,1,upper,-6.95662,1.105045091952637e-07
633,4.9,751.548,418.684,1,upper,-6.57837,2.640158498743995e-07
634,148.623,905.194,439.781,1,upper,-6.51415,3.060906051600951e-07
635,514.501,783.802,478.467,1,upper,-6.75266,1.7674209558314604e-07
636,520.251,917.155,478.201,1,upper,-6.79437,1.6055727920096964e-07
637,138.386,551.375,423.828,1,upper,-6.81994,1.5137703690954982e-07
638,68.885,753.982,456.888,1,upper,-6.725,1.883649089489802e-07
639,12.325,118.201,376.409,1,upper,-6.36619,4.3033830009724526e-07
640,238.515,720.61,413.438,1,upper,-6.7684,1.7045117524684747e-07
641,205.131,74.665,421.514,1,upper,-6.61583,2.421976918558058e-07
642,47.958,619.767,399.502,1,upper,-6.75902,1.741726662067733e-07
643,456.424,178.736,411.709,1,upper,-6.93305,1.1666752908720184e-07
644,441.62,836.554,422.678,1,upper,-6.91309,1.2215464896068096e-07
645,482.175,245.242,437.093,1,upper,-6.87695,1.3275472884617598e-07
646,164.686,907.298,457.625,1,upper,-6.62107,2.392930030569208e-07
647,495.499,871.627,498.677,1,upper,-6.87163,1.3439094259014062e-07
648,262.738,220.796,462.651,1,upper,-6.6966,2.0109441078951435e-07
649,429.354,101.112,455.557,1,upper,-6.75967,1.7391218038726737e-07
650,362.117,255.292,419.386,1,upper,-7.07084,8.494933823209203e-08
651,397.686,403.071,403.235,1,upper,-6.96145,1.0928234358942773e-07
652,213.488,639.208,411.021,1,upper,-6.92476,1.1891591995512555e-07
653,150.052,133.928,429.031,1,upper,-6.57957,2.6328735403979573e-07
654,248.212,135.978,459.313,1,upper,-6.67679,2.1047959528158592e-07
655,-121.391,240.938,386.909,1,upper,-6.8619,1.3743583962973439e-07
656,184.911,880.383,480.275,1,upper,-6.55329,2.79711292464184e-07
657,-53.424,413.665,366.566,1,upper,-6.78227,1.6509350961064855e-07
658,88.344,876.691,417.454,1,upper,-6.59401,2.5467716103264483e-07
659,582.97,679.337,419.609,1,upper,-6.94987,1.1223543651602749e-07
660,316.645,227.202,432.029,1,upper,-6.84577,1.4263627876003606e-07
661,20.246,717.664,438.172,1,upper,-6.66559,2.1597824109446874e-07
662,168.622,847.738,483.503,1,upper,-6.59538,2.538750371710586e-07
663,340.235,829.829,448.269,1,upper,-6.77596,1.6750971510708733e-07
664,134.016,169.923,405.786,1,upper,-6.59023,2.5690348755123446e-07
665,588.345,165.046,454.145,1,upper,-6.82545,1.494686114559301e-07
666,497.124,741.415,413.646,1,upper,-6.91732,1.2097064604262486e-07
667,-133.926,501.033,377.801,1,upper,-6.79032,1.6206155436615888e-07
668,390.4,346.68,451.203,1,upper,-7.01191,9.729488296590091e-08
669,-176.467,749.033,416.259,1,upper,-6.77138,1.6928559332002176e-07
670,-19.94,321.453,398.12,1,upper,-6.80094,1.581466511851401e-07
671,360.492,807.288,485.312,1,upper,-6.82116,1.5095239225437385e-07
672,474.097,256.413,455.883,1,upper,-6.91648,1.2120485043860747e-07
673,191.193,274.264,382.927,1,upper,-6.79094,1.6183035991042258e-07
674,-142.562,901.232,360.418,1,upper,-6.60147,2.5033985710575123e-07
675,-29.749,461.716,381.525,1,upper,-6.91645,1.2121322326224572e-07
676,267.734,428.719,399.462,1,upper,-6.99439,1.0130012937083431e-07
677,388.064,218.719,451.846,1,upper,-6.84987,1.412960431338379e-07
678,38.241,817.536,407.775,1,upper,-6.65108,2.2331608215148016e-07
679,621.052,83.845,401.434,1,upper,-6.60489,2.483762123732412e-07
680,528.71,825.39,437.821,1,upper,-6.84167,1.4398922692576395e-07
681,-180.008,110.339,354.822,1,upper,-6.66061,2.1846909015328629e-07
682,517.989,657.211,470.896,1,upper,-7.05217,8.868088121208273e-08
683,438.649,643.97,471.419,1,upper,-7.10461,7.859410993472467e-08
684,294.99,724.639,412.16,1,upper,-6.88466,1.3041873997268518e-07
685,-182.281,814.154,366.662,1,upper,-6.64526,2.2632889339276192e-07
686,329.114,293.185,438.617,1,upper,-6.92032,1.2013788997277902e-07
687,170.712,806.643,453.065,1,upper,-6.48027,3.309253219140861e-07
688,-134.728,892.663,364.737,1,upper,-6.58016,2.629299143835752e-07
689,-65.771,372.389,372.886,1,upper,-6.73418,1.8442508827272398e-07
690,526.711,895.085,453.288,1,upper,-6.83954,1.4469715759501505e-07
691,444.243,859.452,487.642,1,upper,-6.85916,1.3830567481639066e-07
692,459.411,517.522,398.065,1,upper,-7.10792,7.799737737697311e-08
693,532.979,527.403,452.874,1,upper,-6.89888,1.2621762385962198e-07
694,587.724,735.403,469.155,1,upper,-6.80428,1.569350680323364e-07
695,487.473,161.052,444.118,1,upper,-7.01397,9.683447448362041e-08
696,-27.632,867.655,398.859,1,upper,-6.54015,2.883035565936744e-07
697,41.177,707.773,446.862,1,upper,-6.68754,2.0533358985223815e-07
698,391.588,148.233,404.418,1,upper,-6.93616,1.1583505254304575e-07
699,538.857,498.532,431.434,1,upper,-6.95414,1.1113734050730406e-07
700,88.223,101.09,379.943,1,upper,-6.69181,2.0332463437014853e-07
701,223.117,292.513,458.623,1,upper,-6.89884,1.2622924946775977e-07
702,-69.112,176.851,349.852,1,upper,-6.509,3.097419299216578e-07
703,12.683,258.836,398.812,1,upper,-6.64368,2.271537966437046e-07
704,347.997,236.306,404.875,1,upper,-6.89487,1.273884343473946e-07
705,-154.948,461.125,391.519,1,upper,-6.8251,1.4958911747641014e-07
706,-4.523,718.053,421.441,1,upper,-6.71772,1.9154904893588398e-07
707,-10.212,292.781,383.167,1,upper,-6.70277,1.9825767096899338e-07
708,559.876,500.862,414.126,1,upper,-6.931,1.1721953655481304e-07
709,597.743,606.326,413.176,1,upper,-6.85073,1.4101652228216037e-07
710,-151.553,698.042,365.881,1,upper,-6.69809,2.0040566783367326e-07
711,553.522,54.721,431.195,1,upper,-6.69722,2.0080753267683716e-07
712,-143.655,836.172,397.814,1,upper,-6.72409,1.8876001361674877e-07
713,573.893,339.498,405.575,1,upper,-7.08762,8.172971791853853e-08
714,487.438,476.645,431.035,1,upper,-7.19299,6.412243411512697e-08
715,628.294,721.531,452.178,1,upper,-6.78675,1.6339922787851824e-07
716,67.23,244.838,435.491,1,upper,-6.68755,2.0532886192603994e-07
717,363.245,660.801,474.928,1,upper,-7.07995,8.318595369583024e-08
718,574.725,359.588,392.632,1,upper,-6.87432,1.3356110393140348e-07
719,60.433,840.725,399.81,1,upper,-6.54527,2.849246346077056e-07
720,337.742,357.125,441.887,1,upper,-7.043,9.057326008981999e-08
721,147.024,421.81,389.558,1,upper,-6.74395,1.8032253328979238e-07
722,359.878,54.78,420.152,1,upper,-6.77777,1.668130411472026e-07
723,329.607,638.199,468.834,1,upper,-6.90287,1.2506333338509099e-07
724,-50.205,714.76,372.371,1,upper,-6.78571,1.6379098701322448e-07
725,11.302,733.658,378.059,1,upper,-6.65499,2.2131456685812009e-07
726,617.087,579.525,380.18,1,upper,-6.88382,1.3067123628662033e-07
727,336.105,749.401,456.466,1,upper,-6.88691,1.297448116748512e-07
728,590.052,853.593,457.346,1,upper,-6.67164,2.1299038569821233e-07
729,-64.139,103.678,350.239,1,upper,-6.6315,2.3361461022189323e-07
730,196.594,586.939,413.631,1,upper,-6.69718,2.00826028585844e-07
731,4.719,505.054,421.265,1,upper,-6.66702,2.1526825977444871e-07
732,-76.389,775.101,421.568,1,upper,-6.58076,2.62566914092214e-07
733,-186.185,620.383,340.895,1,upper,-6.81185,1.5422330293890823e-07
734,320.172,343.226,393.823,1,upper,-7.17574,6.672060873569575e-08
735,176.818,60.959,453.778,1,upper,-6.59728,2.52766782332688e-07
736,78.714,313.26,398.798,1,upper,-6.73007,1.8617870278636354e-07
737,237.9,346.228,389.217,1,upper,-6.99235,1.0177708310728311e-07
738,496.708,94.379,449.643,1,upper,-7.00796,9.818383695113618e-08
739,560.042,755.617,409.518,1,upper,-6.93487,1.1617963293340254e-07
740,211.826,309.686,455.354,1,upper,-6.6157,2.4227020121092375e-07
741,625.731,646.016,403.528,1,upper,-6.7686,1.7037269765132707e-07
742,215.956,135.778,400.193,1,upper,-6.74492,1.7992023099187124e-07
743,517.945,394.502,447.039,1,upper,-7.16296,6.871317242704489e-08
744,355.728,880.226,480.743,1,upper,-6.98058,1.0457310419434525e-07
745,441.105,386.213,417.727,1,upper,-7.19935,6.31902392955718e-08
746,-52.592,288.819,351.448,1,upper,-6.65148,2.2311049512962078e-07
747,-122.301,486.767,381.782,1,upper,-6.77983,1.6602366624116466e-07
748,509.058,306.105,452.324,1,upper,-6.90214,1.2527372750594453e-07
749,-22.228,131.322,372.589,1,upper,-6.70112,1.9901233716008413e-07
750,-130.182,151.02,402.434,1,upper,-6.57185,2.680093836597003e-07
751,357.92,245.219,443.511,1,upper,-7.07949,8.327411003369272e-08
752,39.202,52.052,392.629,1,upper,-6.48829,3.2487029290801685e-07
753,196.84,756.143,409.706,1,upper,-6.5862,2.592984973412533e-07
754,619.909,194.397,423.734,1,upper,-6.83042,1.477678654988204e-07
755,300.149,311.336,425.774,1,upper,-6.88699,1.2972091399843575e-07
